dateId,dateType,fullDate,day,dayName,calendarDayOfWeek,noncalendarDayOfWeek,dayOfQuarter,dayOfYear,monthDay
20200126,Date,1/26/2020,26,Sunday,1,5,26,26,26-Jan
20200127,Date,1/27/2020,27,Monday,2,6,27,27,27-Jan
20200128,Date,1/28/2020,28,Tuesday,3,7,28,28,28-Jan
20200129,Date,1/29/2020,29,Wednesday,4,1,29,29,29-Jan
20200130,Date,1/30/2020,30,Thursday,5,2,30,30,30-Jan
20200131,Date,1/31/2020,31,Friday,6,3,31,31,31-Jan
20200201,Date,2/1/2020,1,Saturday,7,4,32,32,1-Feb
20200202,Date,2/2/2020,2,Sunday,1,5,33,33,2-Feb
20200203,Date,2/3/2020,3,Monday,2,6,34,34,3-Feb
20200204,Date,2/4/2020,4,Tuesday,3,7,35,35,4-Feb
20200205,Date,2/5/2020,5,Wednesday,4,1,36,36,5-Feb
20200206,Date,2/6/2020,6,Thursday,5,2,37,37,6-Feb
20200207,Date,2/7/2020,7,Friday,6,3,38,38,7-Feb
20200208,Date,2/8/2020,8,Saturday,7,4,39,39,8-Feb
20200209,Date,2/9/2020,9,Sunday,1,5,40,40,9-Feb
20200210,Date,2/10/2020,10,Monday,2,6,41,41,10-Feb
20200211,Date,2/11/2020,11,Tuesday,3,7,42,42,11-Feb
20200212,Date,2/12/2020,12,Wednesday,4,1,43,43,12-Feb
20200213,Date,2/13/2020,13,Thursday,5,2,44,44,13-Feb
20200214,Date,2/14/2020,14,Friday,6,3,45,45,14-Feb
20200215,Date,2/15/2020,15,Saturday,7,4,46,46,15-Feb
20200216,Date,2/16/2020,16,Sunday,1,5,47,47,16-Feb
20200217,Date,2/17/2020,17,Monday,2,6,48,48,17-Feb
20200218,Date,2/18/2020,18,Tuesday,3,7,49,49,18-Feb
20200219,Date,2/19/2020,19,Wednesday,4,1,50,50,19-Feb
20200220,Date,2/20/2020,20,Thursday,5,2,51,51,20-Feb
20200221,Date,2/21/2020,21,Friday,6,3,52,52,21-Feb
20200222,Date,2/22/2020,22,Saturday,7,4,53,53,22-Feb
20200223,Date,2/23/2020,23,Sunday,1,5,54,54,23-Feb
20200224,Date,2/24/2020,24,Monday,2,6,55,55,24-Feb
20200225,Date,2/25/2020,25,Tuesday,3,7,56,56,25-Feb
20200226,Date,2/26/2020,26,Wednesday,4,1,57,57,26-Feb
20200227,Date,2/27/2020,27,Thursday,5,2,58,58,27-Feb
20200228,Date,2/28/2020,28,Friday,6,3,59,59,28-Feb
20200229,Date,2/29/2020,29,Saturday,7,4,60,60,29-Feb
20200301,Date,3/1/2020,1,Sunday,1,5,61,61,1-Mar
20200302,Date,3/2/2020,2,Monday,2,6,62,62,2-Mar
20200303,Date,3/3/2020,3,Tuesday,3,7,63,63,3-Mar
20200304,Date,3/4/2020,4,Wednesday,4,1,64,64,4-Mar
20200305,Date,3/5/2020,5,Thursday,5,2,65,65,5-Mar
20200306,Date,3/6/2020,6,Friday,6,3,66,66,6-Mar
20200307,Date,3/7/2020,7,Saturday,7,4,67,67,7-Mar
20200308,Date,3/8/2020,8,Sunday,1,5,68,68,8-Mar
20200309,Date,3/9/2020,9,Monday,2,6,69,69,9-Mar
20200310,Date,3/10/2020,10,Tuesday,3,7,70,70,10-Mar
20200311,Date,3/11/2020,11,Wednesday,4,1,71,71,11-Mar
20200312,Date,3/12/2020,12,Thursday,5,2,72,72,12-Mar
20200313,Date,3/13/2020,13,Friday,6,3,73,73,13-Mar
20200314,Date,3/14/2020,14,Saturday,7,4,74,74,14-Mar
20200315,Date,3/15/2020,15,Sunday,1,5,75,75,15-Mar
20200316,Date,3/16/2020,16,Monday,2,6,76,76,16-Mar
20200317,Date,3/17/2020,17,Tuesday,3,7,77,77,17-Mar
20200318,Date,3/18/2020,18,Wednesday,4,1,78,78,18-Mar
20200319,Date,3/19/2020,19,Thursday,5,2,79,79,19-Mar
20200320,Date,3/20/2020,20,Friday,6,3,80,80,20-Mar
20200321,Date,3/21/2020,21,Saturday,7,4,81,81,21-Mar
20200322,Date,3/22/2020,22,Sunday,1,5,82,82,22-Mar
20200323,Date,3/23/2020,23,Monday,2,6,83,83,23-Mar
20200324,Date,3/24/2020,24,Tuesday,3,7,84,84,24-Mar
20200325,Date,3/25/2020,25,Wednesday,4,1,85,85,25-Mar
20200326,Date,3/26/2020,26,Thursday,5,2,86,86,26-Mar
20200327,Date,3/27/2020,27,Friday,6,3,87,87,27-Mar
20200328,Date,3/28/2020,28,Saturday,7,4,88,88,28-Mar
20200329,Date,3/29/2020,29,Sunday,1,5,89,89,29-Mar
20200330,Date,3/30/2020,30,Monday,2,6,90,90,30-Mar
20200331,Date,3/31/2020,31,Tuesday,3,7,91,91,31-Mar
20200401,Date,4/1/2020,1,Wednesday,4,1,1,92,1-Apr
20200402,Date,4/2/2020,2,Thursday,5,2,2,93,2-Apr
20200403,Date,4/3/2020,3,Friday,6,3,3,94,3-Apr
20200404,Date,4/4/2020,4,Saturday,7,4,4,95,4-Apr
20200405,Date,4/5/2020,5,Sunday,1,5,5,96,5-Apr
20200406,Date,4/6/2020,6,Monday,2,6,6,97,6-Apr
20200407,Date,4/7/2020,7,Tuesday,3,7,7,98,7-Apr
20200408,Date,4/8/2020,8,Wednesday,4,1,8,99,8-Apr
20200409,Date,4/9/2020,9,Thursday,5,2,9,100,9-Apr
20200410,Date,4/10/2020,10,Friday,6,3,10,101,10-Apr
20200411,Date,4/11/2020,11,Saturday,7,4,11,102,11-Apr
20200412,Date,4/12/2020,12,Sunday,1,5,12,103,12-Apr
20200413,Date,4/13/2020,13,Monday,2,6,13,104,13-Apr
20200414,Date,4/14/2020,14,Tuesday,3,7,14,105,14-Apr
20200415,Date,4/15/2020,15,Wednesday,4,1,15,106,15-Apr
20200416,Date,4/16/2020,16,Thursday,5,2,16,107,16-Apr
20200417,Date,4/17/2020,17,Friday,6,3,17,108,17-Apr
20200418,Date,4/18/2020,18,Saturday,7,4,18,109,18-Apr
20200419,Date,4/19/2020,19,Sunday,1,5,19,110,19-Apr
20200420,Date,4/20/2020,20,Monday,2,6,20,111,20-Apr
20200421,Date,4/21/2020,21,Tuesday,3,7,21,112,21-Apr
20200422,Date,4/22/2020,22,Wednesday,4,1,22,113,22-Apr
20200423,Date,4/23/2020,23,Thursday,5,2,23,114,23-Apr
20200424,Date,4/24/2020,24,Friday,6,3,24,115,24-Apr
20200425,Date,4/25/2020,25,Saturday,7,4,25,116,25-Apr
20200426,Date,4/26/2020,26,Sunday,1,5,26,117,26-Apr
20200427,Date,4/27/2020,27,Monday,2,6,27,118,27-Apr
20200428,Date,4/28/2020,28,Tuesday,3,7,28,119,28-Apr
20200429,Date,4/29/2020,29,Wednesday,4,1,29,120,29-Apr
20200430,Date,4/30/2020,30,Thursday,5,2,30,121,30-Apr
20200501,Date,5/1/2020,1,Friday,6,3,31,122,1-May
20200502,Date,5/2/2020,2,Saturday,7,4,32,123,2-May
20200503,Date,5/3/2020,3,Sunday,1,5,33,124,3-May
20200504,Date,5/4/2020,4,Monday,2,6,34,125,4-May
20200505,Date,5/5/2020,5,Tuesday,3,7,35,126,5-May
20200506,Date,5/6/2020,6,Wednesday,4,1,36,127,6-May
20200507,Date,5/7/2020,7,Thursday,5,2,37,128,7-May
20200508,Date,5/8/2020,8,Friday,6,3,38,129,8-May
20200509,Date,5/9/2020,9,Saturday,7,4,39,130,9-May
20200510,Date,5/10/2020,10,Sunday,1,5,40,131,10-May
20200511,Date,5/11/2020,11,Monday,2,6,41,132,11-May
20200512,Date,5/12/2020,12,Tuesday,3,7,42,133,12-May
20200513,Date,5/13/2020,13,Wednesday,4,1,43,134,13-May
20200514,Date,5/14/2020,14,Thursday,5,2,44,135,14-May
20200515,Date,5/15/2020,15,Friday,6,3,45,136,15-May
20200516,Date,5/16/2020,16,Saturday,7,4,46,137,16-May
20200517,Date,5/17/2020,17,Sunday,1,5,47,138,17-May
20200518,Date,5/18/2020,18,Monday,2,6,48,139,18-May
20200519,Date,5/19/2020,19,Tuesday,3,7,49,140,19-May
20200520,Date,5/20/2020,20,Wednesday,4,1,50,141,20-May
20200521,Date,5/21/2020,21,Thursday,5,2,51,142,21-May
20200522,Date,5/22/2020,22,Friday,6,3,52,143,22-May
20200523,Date,5/23/2020,23,Saturday,7,4,53,144,23-May
20200524,Date,5/24/2020,24,Sunday,1,5,54,145,24-May
20200525,Date,5/25/2020,25,Monday,2,6,55,146,25-May
20200526,Date,5/26/2020,26,Tuesday,3,7,56,147,26-May
20200527,Date,5/27/2020,27,Wednesday,4,1,57,148,27-May
20200528,Date,5/28/2020,28,Thursday,5,2,58,149,28-May
20200529,Date,5/29/2020,29,Friday,6,3,59,150,29-May
20200530,Date,5/30/2020,30,Saturday,7,4,60,151,30-May
20200531,Date,5/31/2020,31,Sunday,1,5,61,152,31-May
20200601,Date,6/1/2020,1,Monday,2,6,62,153,1-Jun
20200602,Date,6/2/2020,2,Tuesday,3,7,63,154,2-Jun
20200603,Date,6/3/2020,3,Wednesday,4,1,64,155,3-Jun
20200604,Date,6/4/2020,4,Thursday,5,2,65,156,4-Jun
20200605,Date,6/5/2020,5,Friday,6,3,66,157,5-Jun
20200606,Date,6/6/2020,6,Saturday,7,4,67,158,6-Jun
20200607,Date,6/7/2020,7,Sunday,1,5,68,159,7-Jun
20200608,Date,6/8/2020,8,Monday,2,6,69,160,8-Jun
20200609,Date,6/9/2020,9,Tuesday,3,7,70,161,9-Jun
20200610,Date,6/10/2020,10,Wednesday,4,1,71,162,10-Jun
20200611,Date,6/11/2020,11,Thursday,5,2,72,163,11-Jun
20200612,Date,6/12/2020,12,Friday,6,3,73,164,12-Jun
20200613,Date,6/13/2020,13,Saturday,7,4,74,165,13-Jun
20200614,Date,6/14/2020,14,Sunday,1,5,75,166,14-Jun
20200615,Date,6/15/2020,15,Monday,2,6,76,167,15-Jun
20200616,Date,6/16/2020,16,Tuesday,3,7,77,168,16-Jun
20200617,Date,6/17/2020,17,Wednesday,4,1,78,169,17-Jun
20200618,Date,6/18/2020,18,Thursday,5,2,79,170,18-Jun
20200619,Date,6/19/2020,19,Friday,6,3,80,171,19-Jun
20200620,Date,6/20/2020,20,Saturday,7,4,81,172,20-Jun
20200621,Date,6/21/2020,21,Sunday,1,5,82,173,21-Jun
20200622,Date,6/22/2020,22,Monday,2,6,83,174,22-Jun
20200623,Date,6/23/2020,23,Tuesday,3,7,84,175,23-Jun
20200624,Date,6/24/2020,24,Wednesday,4,1,85,176,24-Jun
20200625,Date,6/25/2020,25,Thursday,5,2,86,177,25-Jun
20200626,Date,6/26/2020,26,Friday,6,3,87,178,26-Jun
20200627,Date,6/27/2020,27,Saturday,7,4,88,179,27-Jun
20200628,Date,6/28/2020,28,Sunday,1,5,89,180,28-Jun
20200629,Date,6/29/2020,29,Monday,2,6,90,181,29-Jun
20200630,Date,6/30/2020,30,Tuesday,3,7,91,182,30-Jun
20200701,Date,7/1/2020,1,Wednesday,4,1,1,183,1-Jul
20200702,Date,7/2/2020,2,Thursday,5,2,2,184,2-Jul
20200703,Date,7/3/2020,3,Friday,6,3,3,185,3-Jul
20200704,Date,7/4/2020,4,Saturday,7,4,4,186,4-Jul
20200705,Date,7/5/2020,5,Sunday,1,5,5,187,5-Jul
20200706,Date,7/6/2020,6,Monday,2,6,6,188,6-Jul
20200707,Date,7/7/2020,7,Tuesday,3,7,7,189,7-Jul
20200708,Date,7/8/2020,8,Wednesday,4,1,8,190,8-Jul
20200709,Date,7/9/2020,9,Thursday,5,2,9,191,9-Jul
20200710,Date,7/10/2020,10,Friday,6,3,10,192,10-Jul
20200711,Date,7/11/2020,11,Saturday,7,4,11,193,11-Jul
20200712,Date,7/12/2020,12,Sunday,1,5,12,194,12-Jul
20200713,Date,7/13/2020,13,Monday,2,6,13,195,13-Jul
20200714,Date,7/14/2020,14,Tuesday,3,7,14,196,14-Jul
20200715,Date,7/15/2020,15,Wednesday,4,1,15,197,15-Jul
20200716,Date,7/16/2020,16,Thursday,5,2,16,198,16-Jul
20200717,Date,7/17/2020,17,Friday,6,3,17,199,17-Jul
20200718,Date,7/18/2020,18,Saturday,7,4,18,200,18-Jul
20200719,Date,7/19/2020,19,Sunday,1,5,19,201,19-Jul
20200720,Date,7/20/2020,20,Monday,2,6,20,202,20-Jul
20200721,Date,7/21/2020,21,Tuesday,3,7,21,203,21-Jul
20200722,Date,7/22/2020,22,Wednesday,4,1,22,204,22-Jul
20200723,Date,7/23/2020,23,Thursday,5,2,23,205,23-Jul
20200724,Date,7/24/2020,24,Friday,6,3,24,206,24-Jul
20200725,Date,7/25/2020,25,Saturday,7,4,25,207,25-Jul
20200726,Date,7/26/2020,26,Sunday,1,5,26,208,26-Jul
20200727,Date,7/27/2020,27,Monday,2,6,27,209,27-Jul
20200728,Date,7/28/2020,28,Tuesday,3,7,28,210,28-Jul
20200729,Date,7/29/2020,29,Wednesday,4,1,29,211,29-Jul
20200730,Date,7/30/2020,30,Thursday,5,2,30,212,30-Jul
20200731,Date,7/31/2020,31,Friday,6,3,31,213,31-Jul
20200801,Date,8/1/2020,1,Saturday,7,4,32,214,1-Aug
20200802,Date,8/2/2020,2,Sunday,1,5,33,215,2-Aug
20200803,Date,8/3/2020,3,Monday,2,6,34,216,3-Aug
20200804,Date,8/4/2020,4,Tuesday,3,7,35,217,4-Aug
20200805,Date,8/5/2020,5,Wednesday,4,1,36,218,5-Aug
20200806,Date,8/6/2020,6,Thursday,5,2,37,219,6-Aug
20200807,Date,8/7/2020,7,Friday,6,3,38,220,7-Aug
20200808,Date,8/8/2020,8,Saturday,7,4,39,221,8-Aug
20200809,Date,8/9/2020,9,Sunday,1,5,40,222,9-Aug
20200810,Date,8/10/2020,10,Monday,2,6,41,223,10-Aug
20200811,Date,8/11/2020,11,Tuesday,3,7,42,224,11-Aug
20200812,Date,8/12/2020,12,Wednesday,4,1,43,225,12-Aug
20200813,Date,8/13/2020,13,Thursday,5,2,44,226,13-Aug
20200814,Date,8/14/2020,14,Friday,6,3,45,227,14-Aug
20200815,Date,8/15/2020,15,Saturday,7,4,46,228,15-Aug
20200816,Date,8/16/2020,16,Sunday,1,5,47,229,16-Aug
20200817,Date,8/17/2020,17,Monday,2,6,48,230,17-Aug
20200818,Date,8/18/2020,18,Tuesday,3,7,49,231,18-Aug
20200819,Date,8/19/2020,19,Wednesday,4,1,50,232,19-Aug
20200820,Date,8/20/2020,20,Thursday,5,2,51,233,20-Aug
20200821,Date,8/21/2020,21,Friday,6,3,52,234,21-Aug
20200822,Date,8/22/2020,22,Saturday,7,4,53,235,22-Aug
20200823,Date,8/23/2020,23,Sunday,1,5,54,236,23-Aug
20200824,Date,8/24/2020,24,Monday,2,6,55,237,24-Aug
20200825,Date,8/25/2020,25,Tuesday,3,7,56,238,25-Aug
20200826,Date,8/26/2020,26,Wednesday,4,1,57,239,26-Aug
20200827,Date,8/27/2020,27,Thursday,5,2,58,240,27-Aug
20200828,Date,8/28/2020,28,Friday,6,3,59,241,28-Aug
20200829,Date,8/29/2020,29,Saturday,7,4,60,242,29-Aug
20200830,Date,8/30/2020,30,Sunday,1,5,61,243,30-Aug
20200831,Date,8/31/2020,31,Monday,2,6,62,244,31-Aug
20200901,Date,9/1/2020,1,Tuesday,3,7,63,245,1-Sep
20200902,Date,9/2/2020,2,Wednesday,4,1,64,246,2-Sep
20200903,Date,9/3/2020,3,Thursday,5,2,65,247,3-Sep
20200904,Date,9/4/2020,4,Friday,6,3,66,248,4-Sep
20200905,Date,9/5/2020,5,Saturday,7,4,67,249,5-Sep
20200906,Date,9/6/2020,6,Sunday,1,5,68,250,6-Sep
20200907,Date,9/7/2020,7,Monday,2,6,69,251,7-Sep
20200908,Date,9/8/2020,8,Tuesday,3,7,70,252,8-Sep
20200909,Date,9/9/2020,9,Wednesday,4,1,71,253,9-Sep
20200910,Date,9/10/2020,10,Thursday,5,2,72,254,10-Sep
20200911,Date,9/11/2020,11,Friday,6,3,73,255,11-Sep
20200912,Date,9/12/2020,12,Saturday,7,4,74,256,12-Sep
20200913,Date,9/13/2020,13,Sunday,1,5,75,257,13-Sep
20200914,Date,9/14/2020,14,Monday,2,6,76,258,14-Sep
20200915,Date,9/15/2020,15,Tuesday,3,7,77,259,15-Sep
20200916,Date,9/16/2020,16,Wednesday,4,1,78,260,16-Sep
20200917,Date,9/17/2020,17,Thursday,5,2,79,261,17-Sep
20200918,Date,9/18/2020,18,Friday,6,3,80,262,18-Sep
20200919,Date,9/19/2020,19,Saturday,7,4,81,263,19-Sep
20200920,Date,9/20/2020,20,Sunday,1,5,82,264,20-Sep
20200921,Date,9/21/2020,21,Monday,2,6,83,265,21-Sep
20200922,Date,9/22/2020,22,Tuesday,3,7,84,266,22-Sep
20200923,Date,9/23/2020,23,Wednesday,4,1,85,267,23-Sep
20200924,Date,9/24/2020,24,Thursday,5,2,86,268,24-Sep
20200925,Date,9/25/2020,25,Friday,6,3,87,269,25-Sep
20200926,Date,9/26/2020,26,Saturday,7,4,88,270,26-Sep
20200927,Date,9/27/2020,27,Sunday,1,5,89,271,27-Sep
20200928,Date,9/28/2020,28,Monday,2,6,90,272,28-Sep
20200929,Date,9/29/2020,29,Tuesday,3,7,91,273,29-Sep
20200930,Date,9/30/2020,30,Wednesday,4,1,92,274,30-Sep
20201001,Date,10/1/2020,1,Thursday,5,2,1,275,1-Oct
20201002,Date,10/2/2020,2,Friday,6,3,2,276,2-Oct
20201003,Date,10/3/2020,3,Saturday,7,4,3,277,3-Oct
20201004,Date,10/4/2020,4,Sunday,1,5,4,278,4-Oct
20201005,Date,10/5/2020,5,Monday,2,6,5,279,5-Oct
20201006,Date,10/6/2020,6,Tuesday,3,7,6,280,6-Oct
20201007,Date,10/7/2020,7,Wednesday,4,1,7,281,7-Oct
20201008,Date,10/8/2020,8,Thursday,5,2,8,282,8-Oct
20201009,Date,10/9/2020,9,Friday,6,3,9,283,9-Oct
20201010,Date,10/10/2020,10,Saturday,7,4,10,284,10-Oct
20201011,Date,10/11/2020,11,Sunday,1,5,11,285,11-Oct
20201012,Date,10/12/2020,12,Monday,2,6,12,286,12-Oct
20201013,Date,10/13/2020,13,Tuesday,3,7,13,287,13-Oct
20201014,Date,10/14/2020,14,Wednesday,4,1,14,288,14-Oct
20201015,Date,10/15/2020,15,Thursday,5,2,15,289,15-Oct
20201016,Date,10/16/2020,16,Friday,6,3,16,290,16-Oct
20201017,Date,10/17/2020,17,Saturday,7,4,17,291,17-Oct
20201018,Date,10/18/2020,18,Sunday,1,5,18,292,18-Oct
20201019,Date,10/19/2020,19,Monday,2,6,19,293,19-Oct
20201020,Date,10/20/2020,20,Tuesday,3,7,20,294,20-Oct
20201021,Date,10/21/2020,21,Wednesday,4,1,21,295,21-Oct
20201022,Date,10/22/2020,22,Thursday,5,2,22,296,22-Oct
20201023,Date,10/23/2020,23,Friday,6,3,23,297,23-Oct
20201024,Date,10/24/2020,24,Saturday,7,4,24,298,24-Oct
20201025,Date,10/25/2020,25,Sunday,1,5,25,299,25-Oct
20201026,Date,10/26/2020,26,Monday,2,6,26,300,26-Oct
20201027,Date,10/27/2020,27,Tuesday,3,7,27,301,27-Oct
20201028,Date,10/28/2020,28,Wednesday,4,1,28,302,28-Oct
20201029,Date,10/29/2020,29,Thursday,5,2,29,303,29-Oct
20201030,Date,10/30/2020,30,Friday,6,3,30,304,30-Oct
20201031,Date,10/31/2020,31,Saturday,7,4,31,305,31-Oct
20201101,Date,11/1/2020,1,Sunday,1,5,32,306,1-Nov
20201102,Date,11/2/2020,2,Monday,2,6,33,307,2-Nov
20201103,Date,11/3/2020,3,Tuesday,3,7,34,308,3-Nov
20201104,Date,11/4/2020,4,Wednesday,4,1,35,309,4-Nov
20201105,Date,11/5/2020,5,Thursday,5,2,36,310,5-Nov
20201106,Date,11/6/2020,6,Friday,6,3,37,311,6-Nov
20201107,Date,11/7/2020,7,Saturday,7,4,38,312,7-Nov
20201108,Date,11/8/2020,8,Sunday,1,5,39,313,8-Nov
20201109,Date,11/9/2020,9,Monday,2,6,40,314,9-Nov
20201110,Date,11/10/2020,10,Tuesday,3,7,41,315,10-Nov
20201111,Date,11/11/2020,11,Wednesday,4,1,42,316,11-Nov
20201112,Date,11/12/2020,12,Thursday,5,2,43,317,12-Nov
20201113,Date,11/13/2020,13,Friday,6,3,44,318,13-Nov
20201114,Date,11/14/2020,14,Saturday,7,4,45,319,14-Nov
20201115,Date,11/15/2020,15,Sunday,1,5,46,320,15-Nov
20201116,Date,11/16/2020,16,Monday,2,6,47,321,16-Nov
20201117,Date,11/17/2020,17,Tuesday,3,7,48,322,17-Nov
20201118,Date,11/18/2020,18,Wednesday,4,1,49,323,18-Nov
20201119,Date,11/19/2020,19,Thursday,5,2,50,324,19-Nov
20201120,Date,11/20/2020,20,Friday,6,3,51,325,20-Nov
20201121,Date,11/21/2020,21,Saturday,7,4,52,326,21-Nov
20201122,Date,11/22/2020,22,Sunday,1,5,53,327,22-Nov
20201123,Date,11/23/2020,23,Monday,2,6,54,328,23-Nov
20201124,Date,11/24/2020,24,Tuesday,3,7,55,329,24-Nov
20201125,Date,11/25/2020,25,Wednesday,4,1,56,330,25-Nov
20201126,Date,11/26/2020,26,Thursday,5,2,57,331,26-Nov
20201127,Date,11/27/2020,27,Friday,6,3,58,332,27-Nov
20201128,Date,11/28/2020,28,Saturday,7,4,59,333,28-Nov
20201129,Date,11/29/2020,29,Sunday,1,5,60,334,29-Nov
20201130,Date,11/30/2020,30,Monday,2,6,61,335,30-Nov
20201201,Date,12/1/2020,1,Tuesday,3,7,62,336,1-Dec
20201202,Date,12/2/2020,2,Wednesday,4,1,63,337,2-Dec
20201203,Date,12/3/2020,3,Thursday,5,2,64,338,3-Dec
20201204,Date,12/4/2020,4,Friday,6,3,65,339,4-Dec
20201205,Date,12/5/2020,5,Saturday,7,4,66,340,5-Dec
20201206,Date,12/6/2020,6,Sunday,1,5,67,341,6-Dec
20201207,Date,12/7/2020,7,Monday,2,6,68,342,7-Dec
20201208,Date,12/8/2020,8,Tuesday,3,7,69,343,8-Dec
20201209,Date,12/9/2020,9,Wednesday,4,1,70,344,9-Dec
20201210,Date,12/10/2020,10,Thursday,5,2,71,345,10-Dec
20201211,Date,12/11/2020,11,Friday,6,3,72,346,11-Dec
20201212,Date,12/12/2020,12,Saturday,7,4,73,347,12-Dec
20201213,Date,12/13/2020,13,Sunday,1,5,74,348,13-Dec
20201214,Date,12/14/2020,14,Monday,2,6,75,349,14-Dec
20201215,Date,12/15/2020,15,Tuesday,3,7,76,350,15-Dec
20201216,Date,12/16/2020,16,Wednesday,4,1,77,351,16-Dec
20201217,Date,12/17/2020,17,Thursday,5,2,78,352,17-Dec
20201218,Date,12/18/2020,18,Friday,6,3,79,353,18-Dec
20201219,Date,12/19/2020,19,Saturday,7,4,80,354,19-Dec
20201220,Date,12/20/2020,20,Sunday,1,5,81,355,20-Dec
20201221,Date,12/21/2020,21,Monday,2,6,82,356,21-Dec
20201222,Date,12/22/2020,22,Tuesday,3,7,83,357,22-Dec
20201223,Date,12/23/2020,23,Wednesday,4,1,84,358,23-Dec
20201224,Date,12/24/2020,24,Thursday,5,2,85,359,24-Dec
20201225,Date,12/25/2020,25,Friday,6,3,86,360,25-Dec
20201226,Date,12/26/2020,26,Saturday,7,4,87,361,26-Dec
20201227,Date,12/27/2020,27,Sunday,1,5,88,362,27-Dec
20201228,Date,12/28/2020,28,Monday,2,6,89,363,28-Dec
20201229,Date,12/29/2020,29,Tuesday,3,7,90,364,29-Dec
20201230,Date,12/30/2020,30,Wednesday,4,1,91,365,30-Dec
20201231,Date,12/31/2020,31,Thursday,5,2,92,366,31-Dec
