calendarWeekOfYear,noncalendarWeekOfYear,yearQuarterMonthWeek,month,monthName,monthOfQuarter,monthYear,monthNameYear,yearQuarterMonth,termCode,bannerTermCode,termFrom1900,quarter,quarterName,quarterYear,quarterNameYear,yearQuarter,year,quarterMonthWeekDay,quarterMonthWeek
16,16,20082043,4,April,1,4/2008,"April, 2008",2008204,433,20082,200857,2,Q2,2/2008,Q2 2008,20082,2008,204321,2043
16,17,20082044,4,April,1,4/2008,"April, 2008",2008204,433,20082,200857,2,Q2,2/2008,Q2 2008,20082,2008,204422,2044
16,17,20082044,4,April,1,4/2008,"April, 2008",2008204,433,20082,200857,2,Q2,2/2008,Q2 2008,20082,2008,204423,2044
16,17,20082044,4,April,1,4/2008,"April, 2008",2008204,433,20082,200857,2,Q2,2/2008,Q2 2008,20082,2008,204424,2044
16,17,20082044,4,April,1,4/2008,"April, 2008",2008204,433,20082,200857,2,Q2,2/2008,Q2 2008,20082,2008,204425,2044
16,17,20082044,4,April,1,4/2008,"April, 2008",2008204,433,20082,200857,2,Q2,2/2008,Q2 2008,20082,2008,204426,2044
17,17,20082044,4,April,1,4/2008,"April, 2008",2008204,433,20082,200857,2,Q2,2/2008,Q2 2008,20082,2008,204427,2044
17,17,20082044,4,April,1,4/2008,"April, 2008",2008204,433,20082,200857,2,Q2,2/2008,Q2 2008,20082,2008,204428,2044
17,18,20082045,4,April,1,4/2008,"April, 2008",2008204,433,20082,200857,2,Q2,2/2008,Q2 2008,20082,2008,204529,2045
17,18,20082045,4,April,1,4/2008,"April, 2008",2008204,433,20082,200857,2,Q2,2/2008,Q2 2008,20082,2008,204530,2045
17,18,20082051,5,May,2,5/2008,"May, 2008",2008205,433,20082,200857,2,Q2,2/2008,Q2 2008,20082,2008,205101,2051
17,18,20082051,5,May,2,5/2008,"May, 2008",2008205,433,20082,200857,2,Q2,2/2008,Q2 2008,20082,2008,205102,2051
17,18,20082051,5,May,2,5/2008,"May, 2008",2008205,433,20082,200857,2,Q2,2/2008,Q2 2008,20082,2008,205103,2051
18,18,20082051,5,May,2,5/2008,"May, 2008",2008205,433,20082,200857,2,Q2,2/2008,Q2 2008,20082,2008,205104,2051
18,18,20082051,5,May,2,5/2008,"May, 2008",2008205,433,20082,200857,2,Q2,2/2008,Q2 2008,20082,2008,205105,2051
18,19,20082051,5,May,2,5/2008,"May, 2008",2008205,433,20082,200857,2,Q2,2/2008,Q2 2008,20082,2008,205106,2051
18,19,20082051,5,May,2,5/2008,"May, 2008",2008205,433,20082,200857,2,Q2,2/2008,Q2 2008,20082,2008,205107,2051
18,19,20082052,5,May,2,5/2008,"May, 2008",2008205,433,20082,200857,2,Q2,2/2008,Q2 2008,20082,2008,205208,2052
18,19,20082052,5,May,2,5/2008,"May, 2008",2008205,433,20082,200857,2,Q2,2/2008,Q2 2008,20082,2008,205209,2052
18,19,20082052,5,May,2,5/2008,"May, 2008",2008205,433,20082,200857,2,Q2,2/2008,Q2 2008,20082,2008,205210,2052
19,19,20082052,5,May,2,5/2008,"May, 2008",2008205,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,205211,2052
19,19,20082052,5,May,2,5/2008,"May, 2008",2008205,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,205212,2052
19,20,20082052,5,May,2,5/2008,"May, 2008",2008205,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,205213,2052
19,20,20082052,5,May,2,5/2008,"May, 2008",2008205,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,205214,2052
19,20,20082053,5,May,2,5/2008,"May, 2008",2008205,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,205315,2053
19,20,20082053,5,May,2,5/2008,"May, 2008",2008205,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,205316,2053
19,20,20082053,5,May,2,5/2008,"May, 2008",2008205,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,205317,2053
20,20,20082053,5,May,2,5/2008,"May, 2008",2008205,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,205318,2053
20,20,20082053,5,May,2,5/2008,"May, 2008",2008205,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,205319,2053
20,21,20082053,5,May,2,5/2008,"May, 2008",2008205,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,205320,2053
20,21,20082053,5,May,2,5/2008,"May, 2008",2008205,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,205321,2053
20,21,20082054,5,May,2,5/2008,"May, 2008",2008205,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,205422,2054
20,21,20082054,5,May,2,5/2008,"May, 2008",2008205,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,205423,2054
20,21,20082054,5,May,2,5/2008,"May, 2008",2008205,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,205424,2054
21,21,20082054,5,May,2,5/2008,"May, 2008",2008205,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,205425,2054
21,21,20082054,5,May,2,5/2008,"May, 2008",2008205,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,205426,2054
21,22,20082054,5,May,2,5/2008,"May, 2008",2008205,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,205427,2054
21,22,20082054,5,May,2,5/2008,"May, 2008",2008205,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,205428,2054
21,22,20082055,5,May,2,5/2008,"May, 2008",2008205,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,205529,2055
21,22,20082055,5,May,2,5/2008,"May, 2008",2008205,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,205530,2055
21,22,20082055,5,May,2,5/2008,"May, 2008",2008205,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,205531,2055
22,22,20082061,6,June,3,6/2008,"June, 2008",2008206,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,206101,2061
22,22,20082061,6,June,3,6/2008,"June, 2008",2008206,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,206102,2061
22,23,20082061,6,June,3,6/2008,"June, 2008",2008206,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,206103,2061
22,23,20082061,6,June,3,6/2008,"June, 2008",2008206,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,206104,2061
22,23,20082061,6,June,3,6/2008,"June, 2008",2008206,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,206105,2061
22,23,20082061,6,June,3,6/2008,"June, 2008",2008206,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,206106,2061
22,23,20082061,6,June,3,6/2008,"June, 2008",2008206,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,206107,2061
23,23,20082062,6,June,3,6/2008,"June, 2008",2008206,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,206208,2062
23,23,20082062,6,June,3,6/2008,"June, 2008",2008206,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,206209,2062
23,24,20082062,6,June,3,6/2008,"June, 2008",2008206,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,206210,2062
23,24,20082062,6,June,3,6/2008,"June, 2008",2008206,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,206211,2062
23,24,20082062,6,June,3,6/2008,"June, 2008",2008206,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,206212,2062
23,24,20082062,6,June,3,6/2008,"June, 2008",2008206,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,206213,2062
23,24,20082062,6,June,3,6/2008,"June, 2008",2008206,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,206214,2062
24,24,20082063,6,June,3,6/2008,"June, 2008",2008206,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,206315,2063
24,24,20082063,6,June,3,6/2008,"June, 2008",2008206,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,206316,2063
24,25,20082063,6,June,3,6/2008,"June, 2008",2008206,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,206317,2063
24,25,20082063,6,June,3,6/2008,"June, 2008",2008206,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,206318,2063
24,25,20082063,6,June,3,6/2008,"June, 2008",2008206,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,206319,2063
24,25,20082063,6,June,3,6/2008,"June, 2008",2008206,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,206320,2063
24,25,20082063,6,June,3,6/2008,"June, 2008",2008206,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,206321,2063
25,25,20082064,6,June,3,6/2008,"June, 2008",2008206,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,206422,2064
25,25,20082064,6,June,3,6/2008,"June, 2008",2008206,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,206423,2064
25,26,20082064,6,June,3,6/2008,"June, 2008",2008206,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,206424,2064
25,26,20082064,6,June,3,6/2008,"June, 2008",2008206,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,206425,2064
25,26,20082064,6,June,3,6/2008,"June, 2008",2008206,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,206426,2064
25,26,20082064,6,June,3,6/2008,"June, 2008",2008206,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,206427,2064
25,26,20082064,6,June,3,6/2008,"June, 2008",2008206,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,206428,2064
26,26,20082065,6,June,3,6/2008,"June, 2008",2008206,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,206529,2065
26,26,20082065,6,June,3,6/2008,"June, 2008",2008206,434,20083,200887,2,Q2,2/2008,Q2 2008,20082,2008,206530,2065
26,27,20083071,7,July,1,7/2008,"July, 2008",2008307,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,307101,3071
26,27,20083071,7,July,1,7/2008,"July, 2008",2008307,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,307102,3071
26,27,20083071,7,July,1,7/2008,"July, 2008",2008307,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,307103,3071
26,27,20083071,7,July,1,7/2008,"July, 2008",2008307,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,307104,3071
26,27,20083071,7,July,1,7/2008,"July, 2008",2008307,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,307105,3071
27,27,20083071,7,July,1,7/2008,"July, 2008",2008307,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,307106,3071
27,27,20083071,7,July,1,7/2008,"July, 2008",2008307,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,307107,3071
27,28,20083072,7,July,1,7/2008,"July, 2008",2008307,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,307208,3072
27,28,20083072,7,July,1,7/2008,"July, 2008",2008307,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,307209,3072
27,28,20083072,7,July,1,7/2008,"July, 2008",2008307,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,307210,3072
27,28,20083072,7,July,1,7/2008,"July, 2008",2008307,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,307211,3072
27,28,20083072,7,July,1,7/2008,"July, 2008",2008307,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,307212,3072
28,28,20083072,7,July,1,7/2008,"July, 2008",2008307,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,307213,3072
28,28,20083072,7,July,1,7/2008,"July, 2008",2008307,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,307214,3072
28,29,20083073,7,July,1,7/2008,"July, 2008",2008307,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,307315,3073
28,29,20083073,7,July,1,7/2008,"July, 2008",2008307,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,307316,3073
28,29,20083073,7,July,1,7/2008,"July, 2008",2008307,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,307317,3073
28,29,20083073,7,July,1,7/2008,"July, 2008",2008307,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,307318,3073
28,29,20083073,7,July,1,7/2008,"July, 2008",2008307,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,307319,3073
29,29,20083073,7,July,1,7/2008,"July, 2008",2008307,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,307320,3073
29,29,20083073,7,July,1,7/2008,"July, 2008",2008307,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,307321,3073
29,30,20083074,7,July,1,7/2008,"July, 2008",2008307,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,307422,3074
29,30,20083074,7,July,1,7/2008,"July, 2008",2008307,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,307423,3074
29,30,20083074,7,July,1,7/2008,"July, 2008",2008307,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,307424,3074
29,30,20083074,7,July,1,7/2008,"July, 2008",2008307,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,307425,3074
29,30,20083074,7,July,1,7/2008,"July, 2008",2008307,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,307426,3074
30,30,20083074,7,July,1,7/2008,"July, 2008",2008307,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,307427,3074
30,30,20083074,7,July,1,7/2008,"July, 2008",2008307,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,307428,3074
30,31,20083075,7,July,1,7/2008,"July, 2008",2008307,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,307529,3075
30,31,20083075,7,July,1,7/2008,"July, 2008",2008307,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,307530,3075
30,31,20083075,7,July,1,7/2008,"July, 2008",2008307,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,307531,3075
30,31,20083081,8,August,2,8/2008,"August, 2008",2008308,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,308101,3081
30,31,20083081,8,August,2,8/2008,"August, 2008",2008308,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,308102,3081
31,31,20083081,8,August,2,8/2008,"August, 2008",2008308,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,308103,3081
31,31,20083081,8,August,2,8/2008,"August, 2008",2008308,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,308104,3081
31,32,20083081,8,August,2,8/2008,"August, 2008",2008308,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,308105,3081
31,32,20083081,8,August,2,8/2008,"August, 2008",2008308,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,308106,3081
31,32,20083081,8,August,2,8/2008,"August, 2008",2008308,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,308107,3081
31,32,20083082,8,August,2,8/2008,"August, 2008",2008308,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,308208,3082
31,32,20083082,8,August,2,8/2008,"August, 2008",2008308,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,308209,3082
32,32,20083082,8,August,2,8/2008,"August, 2008",2008308,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,308210,3082
32,32,20083082,8,August,2,8/2008,"August, 2008",2008308,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,308211,3082
32,33,20083082,8,August,2,8/2008,"August, 2008",2008308,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,308212,3082
32,33,20083082,8,August,2,8/2008,"August, 2008",2008308,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,308213,3082
32,33,20083082,8,August,2,8/2008,"August, 2008",2008308,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,308214,3082
32,33,20083083,8,August,2,8/2008,"August, 2008",2008308,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,308315,3083
32,33,20083083,8,August,2,8/2008,"August, 2008",2008308,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,308316,3083
33,33,20083083,8,August,2,8/2008,"August, 2008",2008308,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,308317,3083
33,33,20083083,8,August,2,8/2008,"August, 2008",2008308,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,308318,3083
33,34,20083083,8,August,2,8/2008,"August, 2008",2008308,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,308319,3083
33,34,20083083,8,August,2,8/2008,"August, 2008",2008308,435,20084,200897,3,Q3,3/2008,Q3 2008,20083,2008,308320,3083
33,34,20083083,8,August,2,8/2008,"August, 2008",2008308,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,308321,3083
33,34,20083084,8,August,2,8/2008,"August, 2008",2008308,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,308422,3084
33,34,20083084,8,August,2,8/2008,"August, 2008",2008308,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,308423,3084
34,34,20083084,8,August,2,8/2008,"August, 2008",2008308,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,308424,3084
34,34,20083084,8,August,2,8/2008,"August, 2008",2008308,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,308425,3084
34,35,20083084,8,August,2,8/2008,"August, 2008",2008308,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,308426,3084
34,35,20083084,8,August,2,8/2008,"August, 2008",2008308,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,308427,3084
34,35,20083084,8,August,2,8/2008,"August, 2008",2008308,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,308428,3084
34,35,20083085,8,August,2,8/2008,"August, 2008",2008308,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,308529,3085
34,35,20083085,8,August,2,8/2008,"August, 2008",2008308,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,308530,3085
35,35,20083085,8,August,2,8/2008,"August, 2008",2008308,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,308531,3085
35,35,20083091,9,September,3,9/2008,"September, 2008",2008309,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,309101,3091
35,36,20083091,9,September,3,9/2008,"September, 2008",2008309,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,309102,3091
35,36,20083091,9,September,3,9/2008,"September, 2008",2008309,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,309103,3091
35,36,20083091,9,September,3,9/2008,"September, 2008",2008309,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,309104,3091
35,36,20083091,9,September,3,9/2008,"September, 2008",2008309,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,309105,3091
35,36,20083091,9,September,3,9/2008,"September, 2008",2008309,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,309106,3091
36,36,20083091,9,September,3,9/2008,"September, 2008",2008309,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,309107,3091
36,36,20083092,9,September,3,9/2008,"September, 2008",2008309,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,309208,3092
36,37,20083092,9,September,3,9/2008,"September, 2008",2008309,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,309209,3092
36,37,20083092,9,September,3,9/2008,"September, 2008",2008309,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,309210,3092
36,37,20083092,9,September,3,9/2008,"September, 2008",2008309,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,309211,3092
36,37,20083092,9,September,3,9/2008,"September, 2008",2008309,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,309212,3092
36,37,20083092,9,September,3,9/2008,"September, 2008",2008309,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,309213,3092
37,37,20083092,9,September,3,9/2008,"September, 2008",2008309,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,309214,3092
37,37,20083093,9,September,3,9/2008,"September, 2008",2008309,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,309315,3093
37,38,20083093,9,September,3,9/2008,"September, 2008",2008309,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,309316,3093
37,38,20083093,9,September,3,9/2008,"September, 2008",2008309,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,309317,3093
37,38,20083093,9,September,3,9/2008,"September, 2008",2008309,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,309318,3093
37,38,20083093,9,September,3,9/2008,"September, 2008",2008309,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,309319,3093
37,38,20083093,9,September,3,9/2008,"September, 2008",2008309,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,309320,3093
38,38,20083093,9,September,3,9/2008,"September, 2008",2008309,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,309321,3093
38,38,20083094,9,September,3,9/2008,"September, 2008",2008309,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,309422,3094
38,39,20083094,9,September,3,9/2008,"September, 2008",2008309,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,309423,3094
38,39,20083094,9,September,3,9/2008,"September, 2008",2008309,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,309424,3094
38,39,20083094,9,September,3,9/2008,"September, 2008",2008309,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,309425,3094
38,39,20083094,9,September,3,9/2008,"September, 2008",2008309,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,309426,3094
38,39,20083094,9,September,3,9/2008,"September, 2008",2008309,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,309427,3094
39,39,20083094,9,September,3,9/2008,"September, 2008",2008309,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,309428,3094
39,39,20083095,9,September,3,9/2008,"September, 2008",2008309,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,309529,3095
39,40,20083095,9,September,3,9/2008,"September, 2008",2008309,436,20081,200827,3,Q3,3/2008,Q3 2008,20083,2008,309530,3095
39,40,20084101,10,October,1,10/2008,"October, 2008",2008410,436,20081,200827,4,Q4,4/2008,Q4 2008,20084,2008,410101,4101
39,40,20084101,10,October,1,10/2008,"October, 2008",2008410,436,20081,200827,4,Q4,4/2008,Q4 2008,20084,2008,410102,4101
39,40,20084101,10,October,1,10/2008,"October, 2008",2008410,436,20081,200827,4,Q4,4/2008,Q4 2008,20084,2008,410103,4101
39,40,20084101,10,October,1,10/2008,"October, 2008",2008410,436,20081,200827,4,Q4,4/2008,Q4 2008,20084,2008,410104,4101
40,40,20084101,10,October,1,10/2008,"October, 2008",2008410,436,20081,200827,4,Q4,4/2008,Q4 2008,20084,2008,410105,4101
40,40,20084101,10,October,1,10/2008,"October, 2008",2008410,436,20081,200827,4,Q4,4/2008,Q4 2008,20084,2008,410106,4101
40,41,20084101,10,October,1,10/2008,"October, 2008",2008410,436,20081,200827,4,Q4,4/2008,Q4 2008,20084,2008,410107,4101
40,41,20084102,10,October,1,10/2008,"October, 2008",2008410,436,20081,200827,4,Q4,4/2008,Q4 2008,20084,2008,410208,4102
40,41,20084102,10,October,1,10/2008,"October, 2008",2008410,436,20081,200827,4,Q4,4/2008,Q4 2008,20084,2008,410209,4102
40,41,20084102,10,October,1,10/2008,"October, 2008",2008410,436,20081,200827,4,Q4,4/2008,Q4 2008,20084,2008,410210,4102
40,41,20084102,10,October,1,10/2008,"October, 2008",2008410,436,20081,200827,4,Q4,4/2008,Q4 2008,20084,2008,410211,4102
41,41,20084102,10,October,1,10/2008,"October, 2008",2008410,436,20081,200827,4,Q4,4/2008,Q4 2008,20084,2008,410212,4102
41,41,20084102,10,October,1,10/2008,"October, 2008",2008410,436,20081,200827,4,Q4,4/2008,Q4 2008,20084,2008,410213,4102
41,42,20084102,10,October,1,10/2008,"October, 2008",2008410,436,20081,200827,4,Q4,4/2008,Q4 2008,20084,2008,410214,4102
41,42,20084103,10,October,1,10/2008,"October, 2008",2008410,436,20081,200827,4,Q4,4/2008,Q4 2008,20084,2008,410315,4103
41,42,20084103,10,October,1,10/2008,"October, 2008",2008410,436,20081,200827,4,Q4,4/2008,Q4 2008,20084,2008,410316,4103
41,42,20084103,10,October,1,10/2008,"October, 2008",2008410,436,20081,200827,4,Q4,4/2008,Q4 2008,20084,2008,410317,4103
41,42,20084103,10,October,1,10/2008,"October, 2008",2008410,436,20081,200827,4,Q4,4/2008,Q4 2008,20084,2008,410318,4103
42,42,20084103,10,October,1,10/2008,"October, 2008",2008410,436,20081,200827,4,Q4,4/2008,Q4 2008,20084,2008,410319,4103
42,42,20084103,10,October,1,10/2008,"October, 2008",2008410,436,20081,200827,4,Q4,4/2008,Q4 2008,20084,2008,410320,4103
42,43,20084103,10,October,1,10/2008,"October, 2008",2008410,436,20081,200827,4,Q4,4/2008,Q4 2008,20084,2008,410321,4103
42,43,20084104,10,October,1,10/2008,"October, 2008",2008410,436,20081,200827,4,Q4,4/2008,Q4 2008,20084,2008,410422,4104
42,43,20084104,10,October,1,10/2008,"October, 2008",2008410,436,20081,200827,4,Q4,4/2008,Q4 2008,20084,2008,410423,4104
42,43,20084104,10,October,1,10/2008,"October, 2008",2008410,436,20081,200827,4,Q4,4/2008,Q4 2008,20084,2008,410424,4104
42,43,20084104,10,October,1,10/2008,"October, 2008",2008410,436,20081,200827,4,Q4,4/2008,Q4 2008,20084,2008,410425,4104
43,43,20084104,10,October,1,10/2008,"October, 2008",2008410,436,20081,200827,4,Q4,4/2008,Q4 2008,20084,2008,410426,4104
43,43,20084104,10,October,1,10/2008,"October, 2008",2008410,436,20081,200827,4,Q4,4/2008,Q4 2008,20084,2008,410427,4104
43,44,20084104,10,October,1,10/2008,"October, 2008",2008410,436,20081,200827,4,Q4,4/2008,Q4 2008,20084,2008,410428,4104
43,44,20084105,10,October,1,10/2008,"October, 2008",2008410,436,20081,200827,4,Q4,4/2008,Q4 2008,20084,2008,410529,4105
43,44,20084105,10,October,1,10/2008,"October, 2008",2008410,436,20081,200827,4,Q4,4/2008,Q4 2008,20084,2008,410530,4105
43,44,20084105,10,October,1,10/2008,"October, 2008",2008410,436,20081,200827,4,Q4,4/2008,Q4 2008,20084,2008,410531,4105
43,44,20084111,11,November,2,11/2008,"November, 2008",2008411,436,20081,200827,4,Q4,4/2008,Q4 2008,20084,2008,411101,4111
44,44,20084111,11,November,2,11/2008,"November, 2008",2008411,436,20081,200827,4,Q4,4/2008,Q4 2008,20084,2008,411102,4111
44,44,20084111,11,November,2,11/2008,"November, 2008",2008411,436,20081,200827,4,Q4,4/2008,Q4 2008,20084,2008,411103,4111
44,45,20084111,11,November,2,11/2008,"November, 2008",2008411,436,20081,200827,4,Q4,4/2008,Q4 2008,20084,2008,411104,4111
44,45,20084111,11,November,2,11/2008,"November, 2008",2008411,436,20081,200827,4,Q4,4/2008,Q4 2008,20084,2008,411105,4111
44,45,20084111,11,November,2,11/2008,"November, 2008",2008411,436,20081,200827,4,Q4,4/2008,Q4 2008,20084,2008,411106,4111
44,45,20084111,11,November,2,11/2008,"November, 2008",2008411,436,20081,200827,4,Q4,4/2008,Q4 2008,20084,2008,411107,4111
44,45,20084112,11,November,2,11/2008,"November, 2008",2008411,436,20081,200827,4,Q4,4/2008,Q4 2008,20084,2008,411208,4112
45,45,20084112,11,November,2,11/2008,"November, 2008",2008411,436,20081,200827,4,Q4,4/2008,Q4 2008,20084,2008,411209,4112
